バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
Sparkle Shower,MOCHIMOCHI DREAMIN!!,オモチコア,nora2r × まろん feat. 和鳴るせ,6,0,0,0,0,---,NO PLAY,---,5,1014,459,96,5,HARD CLEAR,AAA,8,1487,638,211,39,HARD CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-14 18:05
Sparkle Shower,Nyan Nyan University ,MAJOR IN MEWOLOGY,Aice room,3,0,0,0,0,---,NO PLAY,---,5,854,393,68,6,HARD CLEAR,AAA,8,1198,503,192,24,HARD CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-12 19:44
Sparkle Shower,PALETTE,BLUE CORE,lapix feat. 奈良ひより,6,0,0,0,0,---,NO PLAY,---,5,835,396,43,1,HARD CLEAR,AAA,8,1305,627,51,9,HARD CLEAR,AAA,10,1599,705,189,43,EASY CLEAR,AA,0,0,0,0,---,NO PLAY,---,2026-01-08 19:13
Sparkle Shower,RALLY '25,RALLY HARD TECHNO,Masayoshi Iimori,4,0,0,0,0,---,NO PLAY,---,6,1163,546,71,14,HARD CLEAR,AAA,10,1483,596,291,68,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 18:55
Sparkle Shower,Regina vespaE,CYBER RENAISSANCE,KARUT,2,0,0,0,0,---,NO PLAY,---,6,1070,478,114,14,HARD CLEAR,AA,10,1607,652,303,76,EASY CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-12 20:05
Sparkle Shower,SHINING☆DANCE,J ~RAVE,ハレトキドキ,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1324,591,142,22,HARD CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 16:47
Sparkle Shower,Shooting Star,DANCE POP,ReGLOSS,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1284,578,128,13,HARD CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 14:58
Sparkle Shower,SnapSkipSpark,HAPPY BREAKCORE,Feryquitous,4,0,0,0,0,---,NO PLAY,---,5,1022,476,70,14,HARD CLEAR,AAA,9,1343,554,235,87,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-12 19:51
Sparkle Shower,Space Battleship S4TO,BIGCORE,BEMANI Sound Team "Captain Sonic",5,0,0,0,0,---,NO PLAY,---,7,1125,496,133,10,HARD CLEAR,AA,10,1448,569,310,92,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-12 19:42
Sparkle Shower,SPLASH!!!!!!!!!,DRUM'N'BASS / HAPPY HARDCORE,Yuta Imai,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1150,484,182,67,EASY CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 19:00
Sparkle Shower,Substance,PSYTECH FULL ON,BEMANI Sound Team "めめめ",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1201,476,249,26,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 15:07
Sparkle Shower,Vitamin,SPEED HOUSE,BlackY,2,0,0,0,0,---,NO PLAY,---,6,1031,463,105,29,HARD CLEAR,AA,9,1247,480,287,70,EASY CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-24 14:03
Sparkle Shower,ιgniЯRuina,PSALMS OF ASHES,xi feat. Risa Yuzuki,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1273,477,319,165,FAILED,C,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-14 17:26
Sparkle Shower,⁽⁽ଘ( ˙꒳˙ )ଓ⁾⁾ beyond reason,ROMANTIC SCHOOL VARIATIONS,Ice vs BEMANI Sound Team "dj TAKA",1,0,0,0,0,---,NO PLAY,---,6,1037,461,115,29,HARD CLEAR,AA,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-11 18:14
Sparkle Shower,かわいいだけじゃだめですか？,IIDX EDITION,Remixed by BEMANI Sound Team "L.E.D.-G" feat. 佐伯伊織,2,0,0,0,0,---,NO PLAY,---,5,869,410,49,7,HARD CLEAR,AAA,8,1317,591,135,22,EASY CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 17:27
Sparkle Shower,それが、ボクの使命～レスキュー隊長 メンキュー～,EMERGENCY CORE,TORIENA,7,0,0,0,0,---,NO PLAY,---,4,611,272,67,14,HARD CLEAR,AA,8,1018,422,174,52,EASY CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-12 19:59
Sparkle Shower,でんぱ どりる わんにゃー☆三,HEISEI POP,キノシタ feat. 重音テト,6,0,0,0,0,---,NO PLAY,---,5,1111,532,47,9,HARD CLEAR,AAA,9,1656,708,240,103,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 17:49
Sparkle Shower,デラむぅのでらっくす☆どり～むぅ,だんすむぅ～じっく,デラむぅと BEMANI Sound Team "TATSUYA"お兄さん,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1174,521,132,11,HARD CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 17:44
Sparkle Shower,バブリン,J-POP,HIMEHINA,6,0,0,0,0,---,NO PLAY,---,4,1044,488,68,6,HARD CLEAR,AAA,7,1561,715,131,17,HARD CLEAR,AAA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-05 22:16
Sparkle Shower,ビビッド ☆+*。キラキライム,ハピコア,Machico,2,0,0,0,0,---,NO PLAY,---,6,1169,562,45,3,HARD CLEAR,AAA,9,1459,590,279,49,EASY CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 15:57
Sparkle Shower,ベラ・ベ・カラベラ,TERRORCORE/RAP,Fra Prod. by RoughSketch,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1280,474,332,29,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-30 22:47
Sparkle Shower,夏色のセレナーデ,OMOIDE CORE,BEMANI Sound Team "KE!JU",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1297,582,133,24,EASY CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 17:46
Sparkle Shower,好吃来世deエレクトリック,ALTERNATIVE,中山真斗 feat. CHAN,2,0,0,0,0,---,NO PLAY,---,4,753,350,53,3,HARD CLEAR,AAA,7,1060,430,200,17,HARD CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-24 15:35
Sparkle Shower,月下繚乱,CYBER YAMATO,Julianne,3,0,0,0,0,---,NO PLAY,---,5,803,370,63,13,HARD CLEAR,AA,9,1251,503,245,50,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-30 22:42
Sparkle Shower,煉獄コンフィチュール,ROCK,Pizuya's Cell,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1060,387,286,83,EASY CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-24 14:09
Sparkle Shower,百恋ラブラスター,KAWAII POP,irucaice feat. ななひら,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1167,506,155,25,EASY CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-24 15:38
Sparkle Shower,鏡像都市,CYBER METROPOLIS,BEMANI Sound Team "劇団レコード" feat.T4K,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1237,565,107,9,HARD CLEAR,AA,9,1384,567,250,83,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-12-26 14:47
Sparkle Shower,閃と雷管とロープ,PIANO ROCK,めと（Metomate）,4,0,0,0,0,---,NO PLAY,---,5,833,385,63,2,HARD CLEAR,AAA,8,1256,555,146,7,HARD CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-12 19:53
